Palabra;Grupo;Entidad;Frecuencia;Porcentaje;Pareto;Polaridad;Negativa;Neutra;Positiva;Puntuacion;Critica;Molestia;Duda;Disgusto;Miedo;Alegria;Tristeza;Sorpresa;Confianza
perfi;;;1;0,00%;;;;;;;;;;;;;;;
performance;;;1;0,00%;;;;;;;;;;;;;;;
perfudicada;;;1;0,00%;;;;;;;;;;;;;;;
perfudicado;;;1;0,00%;;;;;;;;;;;;;;;
perfudicarme;;;1;0,00%;;;;;;;;;;;;;;;
perfumes;;;1;0,00%;;;;;;;;;;;;;;;
perfwcto;;;1;0,00%;;;;;;;;;;;;;;;
pergunta;;;1;0,00%;;;;;;;;;;;;;;;
peridoso;;;1;0,00%;;;;;;;;;;;;;;;
periodica;;;1;0,00%;;;;;;;;;;;;;;;
periodicos;;;1;0,00%;;;;;;;;;;;;;;;
perioso;;;1;0,00%;;;;;;;;;;;;;;;
perite;;;1;0,00%;;;;;;;;;;;;;;;
perjidica;;;1;0,00%;;;;;;;;;;;;;;;
perjidicada;;;1;0,00%;;;;;;;;;;;;;;;
perjidican;;;1;0,00%;;;;;;;;;;;;;;;
perjudicaba;;;1;0,00%;;;;;;;;;;;;;;;
perjudicandone;;;1;0,00%;;;;;;;;;;;;;;;
perjudicàndonos;;;1;0,00%;;;;;;;;;;;;;;;
perjudicandoo;;;1;0,00%;;;;;;;;;;;;;;;
perjudicarle;;;1;0,00%;;;;;;;;;;;;;;;
perjudicarnos;;;1;0,00%;;;;;;;;;;;;;;;
perjudicate;;;1;0,00%;;;;;;;;;;;;;;;
perjudiquen;;;1;0,00%;;;;;;;;;;;;;;;
perjudixar;;;1;0,00%;;;;;;;;;;;;;;;
perjudkcarme;;;1;0,00%;;;;;;;;;;;;;;;
perjudo;;;1;0,00%;;;;;;;;;;;;;;;
perjuducando;;;1;0,00%;;;;;;;;;;;;;;;
perjuiquen;;;1;0,00%;;;;;;;;;;;;;;;
perjydicandome;;;1;0,00%;;;;;;;;;;;;;;;
perleche;;;1;0,00%;;;;;;;;;;;;;;;
permancer;;;1;0,00%;;;;;;;;;;;;;;;
permanecera;;;1;0,00%;;;;;;;;;;;;;;;
permanecerian;;;1;0,00%;;;;;;;;;;;;;;;
permanent;;;1;0,00%;;;;;;;;;;;;;;;
permanentes;;;1;0,00%;;;;;;;;;;;;;;;
permiete;;;1;0,00%;;;;;;;;;;;;;;;
permina;;;1;0,00%;;;;;;;;;;;;;;;
permiria;;;1;0,00%;;;;;;;;;;;;;;;
permisode;;;1;0,00%;;;;;;;;;;;;;;;
permitas;;;1;0,00%;;;;;;;;;;;;;;;
permiteb;;;1;0,00%;;;;;;;;;;;;;;;
permitesolo;;;1;0,00%;;;;;;;;;;;;;;;
permitidas;;;1;0,00%;;;;;;;;;;;;;;;
permitidp;;;1;0,00%;;;;;;;;;;;;;;;
permitiera;;;1;0,00%;;;;;;;;;;;;;;;
permitieran;;;1;0,00%;;;;;;;;;;;;;;;
permitiran;;;1;0,00%;;;;;;;;;;;;;;;
permitire;;;1;0,00%;;;;;;;;;;;;;;;
permitiria;;;1;0,00%;;;;;;;;;;;;;;;
permitirme;;;1;0,00%;;;;;;;;;;;;;;;
permitorian;;;1;0,00%;;;;;;;;;;;;;;;
permitr;;;1;0,00%;;;;;;;;;;;;;;;
permtie;;;1;0,00%;;;;;;;;;;;;;;;
perniten;;;1;0,00%;;;;;;;;;;;;;;;
peroa;;;1;0,00%;;;;;;;;;;;;;;;
interesados;INTERES;;1;0,00%;2;;;;;;;;;;;;;;
peroahora;;;1;0,00%;;;;;;;;;;;;;;;
peroal;;;1;0,00%;;;;;;;;;;;;;;;
peroaqui;;;1;0,00%;;;;;;;;;;;;;;;
peroaun;;;1;0,00%;;;;;;;;;;;;;;;
perobel;;;1;0,00%;;;;;;;;;;;;;;;
peroble;;;1;0,00%;;;;;;;;;;;;;;;
perobno;;;1;0,00%;;;;;;;;;;;;;;;
perobya;;;1;0,00%;;;;;;;;;;;;;;;
perocuanto;;;1;0,00%;;;;;;;;;;;;;;;
perocyaerxsi;;;1;0,00%;;;;;;;;;;;;;;;
perodeenero;;;1;0,00%;;;;;;;;;;;;;;;
perodna;;;1;0,00%;;;;;;;;;;;;;;;
peroen;;;1;0,00%;;;;;;;;;;;;;;;
peroescribi;;;1;0,00%;;;;;;;;;;;;;;;
peroese;;;1;0,00%;;;;;;;;;;;;;;;
peroeso;;;1;0,00%;;;;;;;;;;;;;;;
peroeste;;;1;0,00%;;;;;;;;;;;;;;;
perola;;;1;0,00%;;;;;;;;;;;;;;;
peromeindica;;;1;0,00%;;;;;;;;;;;;;;;
peromepiden;;;1;0,00%;;;;;;;;;;;;;;;
peromi;;;1;0,00%;;;;;;;;;;;;;;;
peromire;;;1;0,00%;;;;;;;;;;;;;;;
peromlos;;;1;0,00%;;;;;;;;;;;;;;;
peronhoy;;;1;0,00%;;;;;;;;;;;;;;;
peronle;;;1;0,00%;;;;;;;;;;;;;;;
peronnobpuede;;;1;0,00%;;;;;;;;;;;;;;;
peronoproceso;;;1;0,00%;;;;;;;;;;;;;;;
peronose;;;1;0,00%;;;;;;;;;;;;;;;
peronsi;;;1;0,00%;;;;;;;;;;;;;;;
perontodo;;;1;0,00%;;;;;;;;;;;;;;;
peroo;;;1;0,00%;;;;;;;;;;;;;;;
perooo;;;1;0,00%;;;;;;;;;;;;;;;
peroooo;;;1;0,00%;;;;;;;;;;;;;;;
peropasa;;;1;0,00%;;;;;;;;;;;;;;;
perose;;;1;0,00%;;;;;;;;;;;;;;;
perosi;;;1;0,00%;;;;;;;;;;;;;;;
perosna;;;1;0,00%;;;;;;;;;;;;;;;
perotengo;;;1;0,00%;;;;;;;;;;;;;;;
peroviendo;;;1;0,00%;;;;;;;;;;;;;;;
peroya;;;1;0,00%;;;;;;;;;;;;;;;
peroyo;;;1;0,00%;;;;;;;;;;;;;;;
perpetua;;;1;0,00%;;;;;;;;;;;;;;;
perrfecto;;;1;0,00%;;;;;;;;;;;;;;;
perricholi;;;1;0,00%;;;;;;;;;;;;;;;
pers;;;1;0,00%;;;;;;;;;;;;;;;
persar;;;1;0,00%;;;;;;;;;;;;;;;
persere;;;1;0,00%;;;;;;;;;;;;;;;
pershing;;;1;0,00%;;;;;;;;;;;;;;;
persibo;;;1;0,00%;;;;;;;;;;;;;;;
persiguiendolos;;;1;0,00%;;;;;;;;;;;;;;;
persina;;;1;0,00%;;;;;;;;;;;;;;;
persisitiendo;;;1;0,00%;;;;;;;;;;;;;;;
persistencia;;;1;0,00%;;;;;;;;;;;;;;;
persistente;;;1;0,00%;;;;;;;;;;;;;;;
persistiendo;;;1;0,00%;;;;;;;;;;;;;;;
persivido;;;1;0,00%;;;;;;;;;;;;;;;
perso;;;1;0,00%;;;;;;;;;;;;;;;
persobal;;;1;0,00%;;;;;;;;;;;;;;;
person;;;1;0,00%;;;;;;;;;;;;;;;
personaa;;;1;0,00%;;;;;;;;;;;;;;;
personaarea;;;1;0,00%;;;;;;;;;;;;;;;
personal”;;;1;0,00%;;;;;;;;;;;;;;;
personalesn;;;1;0,00%;;;;;;;;;;;;;;;
personalesta;;;1;0,00%;;;;;;;;;;;;;;;
personalizado;;;1;0,00%;;;;;;;;;;;;;;;
personalk;;;1;0,00%;;;;;;;;;;;;;;;
personalme;;;1;0,00%;;;;;;;;;;;;;;;
personals;;;1;0,00%;;;;;;;;;;;;;;;
personaly;;;1;0,00%;;;;;;;;;;;;;;;
personam;;;1;0,00%;;;;;;;;;;;;;;;
personq;;;1;0,00%;;;;;;;;;;;;;;;
personslmente;;;1;0,00%;;;;;;;;;;;;;;;
pertefto;;;1;0,00%;;;;;;;;;;;;;;;
perten;;;1;0,00%;;;;;;;;;;;;;;;
pertencer;;;1;0,00%;;;;;;;;;;;;;;;
pertenecia;;;1;0,00%;;;;;;;;;;;;;;;
pertinenetes;;;1;0,00%;;;;;;;;;;;;;;;
perù;;;1;0,00%;;;;;;;;;;;;;;;
peruaas;;;1;0,00%;;;;;;;;;;;;;;;
peruanas;;;1;0,00%;;;;;;;;;;;;;;;
perujpg;;;1;0,00%;;;;;;;;;;;;;;;
perupiura;;;1;0,00%;;;;;;;;;;;;;;;
perurnrn;;;1;0,00%;;;;;;;;;;;;;;;
perutumbes;;;1;0,00%;;;;;;;;;;;;;;;
pesada;;;1;0,00%;;;;;;;;;;;;;;;
pesadas;;;1;0,00%;;;;;;;;;;;;;;;
pesadilla;;;1;0,00%;;;;;;;;;;;;;;;
pesae;;;1;0,00%;;;;;;;;;;;;;;;
pesan;;;1;0,00%;;;;;;;;;;;;;;;
pesat;;;1;0,00%;;;;;;;;;;;;;;;
pescar;;;1;0,00%;;;;;;;;;;;;;;;
pescetto;;;1;0,00%;;;;;;;;;;;;;;;
peschehotmail;;;1;0,00%;;;;;;;;;;;;;;;
peses;;;1;0,00%;;;;;;;;;;;;;;;
pesidente;;;1;0,00%;;;;;;;;;;;;;;;
felicitacion;FELICITACIONES;;1;0,00%;2;;;;;;;;;;;;;;
pesido;;;1;0,00%;;;;;;;;;;;;;;;
pesimoooooooooooooooooooooooo;;;1;0,00%;;;;;;;;;;;;;;;
felicitaciones;FELICITACIONES;;1;0,00%;2;Positiva;0;0;1;2;no critico;0;0;0;0;0;0;0;0
pesimos;;;1;0,00%;;;;;;;;;;;;;;;
pesina;;;1;0,00%;;;;;;;;;;;;;;;
pesona;;;1;0,00%;;;;;;;;;;;;;;;
pesos;;;1;0,00%;;;;;;;;;;;;;;;
peste;;;1;0,00%;;;;;;;;;;;;;;;
pet;;;1;0,00%;;;;;;;;;;;;;;;
petexto;;;1;0,00%;;;;;;;;;;;;;;;
petfona;;;1;0,00%;;;;;;;;;;;;;;;
petitjean;;;1;0,00%;;;;;;;;;;;;;;;
petitorio;;;1;0,00%;;;;;;;;;;;;;;;
petp;;;1;0,00%;;;;;;;;;;;;;;;
petplaza;;;1;0,00%;;;;;;;;;;;;;;;
petplazape;;;1;0,00%;;;;;;;;;;;;;;;
inconsultamente;CONSULTAR;;1;0,00%;2;;;;;;;;;;;;;;
petrosur;;;1;0,00%;;;;;;;;;;;;;;;
petrovna;;;1;0,00%;;;;;;;;;;;;;;;
peudan;;;1;0,00%;;;;;;;;;;;;;;;
peudes;;;1;0,00%;;;;;;;;;;;;;;;
peudira;;;1;0,00%;;;;;;;;;;;;;;;
pex;;;1;0,00%;;;;;;;;;;;;;;;
pezet;;;1;0,00%;;;;;;;;;;;;;;;
pezido;;;1;0,00%;;;;;;;;;;;;;;;
pezzia;;;1;0,00%;;;;;;;;;;;;;;;
pfav;;;1;0,00%;;;;;;;;;;;;;;;
pfavor;;;1;0,00%;;;;;;;;;;;;;;;
pfavsty;;;1;0,00%;;;;;;;;;;;;;;;
pficina;;;1;0,00%;;;;;;;;;;;;;;;
pfsvel;;;1;0,00%;;;;;;;;;;;;;;;
pfvr;;;1;0,00%;;;;;;;;;;;;;;;
pga;;;1;0,00%;;;;;;;;;;;;;;;
pgadas;;;1;0,00%;;;;;;;;;;;;;;;
pgando;;;1;0,00%;;;;;;;;;;;;;;;
pgaria;;;1;0,00%;;;;;;;;;;;;;;;
pge;;;1;0,00%;;;;;;;;;;;;;;;
pgonel;;;1;0,00%;;;;;;;;;;;;;;;
pgtaba;;;1;0,00%;;;;;;;;;;;;;;;
pgte;;;1;0,00%;;;;;;;;;;;;;;;
phacer;;;1;0,00%;;;;;;;;;;;;;;;
phanton;;;1;0,00%;;;;;;;;;;;;;;;
pharmivet;;;1;0,00%;;;;;;;;;;;;;;;
pho;;;1;0,00%;;;;;;;;;;;;;;;
phola;;;1;0,00%;;;;;;;;;;;;;;;
phum;;;1;0,00%;;;;;;;;;;;;;;;
piaggio;;;1;0,00%;;;;;;;;;;;;;;;
piazzini;;;1;0,00%;;;;;;;;;;;;;;;
piber;;;1;0,00%;;;;;;;;;;;;;;;
piblicamente;;;1;0,00%;;;;;;;;;;;;;;;
piblicidad;;;1;0,00%;;;;;;;;;;;;;;;
picardo;;;1;0,00%;;;;;;;;;;;;;;;
pichancha;;;1;0,00%;;;;;;;;;;;;;;;
pichcincha;;;1;0,00%;;;;;;;;;;;;;;;
pichi;;;1;0,00%;;;;;;;;;;;;;;;
pichicha;;;1;0,00%;;;;;;;;;;;;;;;
pichiling;;;1;0,00%;;;;;;;;;;;;;;;
pichilingue;;;1;0,00%;;;;;;;;;;;;;;;
pichinchaahora;;;1;0,00%;;;;;;;;;;;;;;;
pichinchapero;;;1;0,00%;;;;;;;;;;;;;;;
pichinchay;;;1;0,00%;;;;;;;;;;;;;;;
pichinchha;;;1;0,00%;;;;;;;;;;;;;;;
pichinha;;;1;0,00%;;;;;;;;;;;;;;;
pichinxha;;;1;0,00%;;;;;;;;;;;;;;;
picincha;;;1;0,00%;;;;;;;;;;;;;;;
picoquisiera;;;1;0,00%;;;;;;;;;;;;;;;
picoy;;;1;0,00%;;;;;;;;;;;;;;;
pider;;;1;0,00%;;;;;;;;;;;;;;;
pidia;;;1;0,00%;;;;;;;;;;;;;;;
pidido;;;1;0,00%;;;;;;;;;;;;;;;
pidiemdo;;;1;0,00%;;;;;;;;;;;;;;;
pidiendole;;;1;0,00%;;;;;;;;;;;;;;;
idioteces;INSULTO;;1;0,00%;2;Negativa;1;0;0;-2;critico;10;0;8;5;0;5;0;0
pidienfo;;;1;0,00%;;;;;;;;;;;;;;;
pidierin;;;1;0,00%;;;;;;;;;;;;;;;
pidierom;;;1;0,00%;;;;;;;;;;;;;;;
pidiese;;;1;0,00%;;;;;;;;;;;;;;;
pidioy;;;1;0,00%;;;;;;;;;;;;;;;
pidra;;;1;0,00%;;;;;;;;;;;;;;;
pidrian;;;1;0,00%;;;;;;;;;;;;;;;
pieda;;;1;0,00%;;;;;;;;;;;;;;;
piedras;;;1;0,00%;;;;;;;;;;;;;;;
pienos;;;1;0,00%;;;;;;;;;;;;;;;
piens;;;1;0,00%;;;;;;;;;;;;;;;
piensas;;;1;0,00%;;;;;;;;;;;;;;;
piensen;;;1;0,00%;;;;;;;;;;;;;;;
pierali;;;1;0,00%;;;;;;;;;;;;;;;
fraudulento;FRAUDE;;1;0,00%;2;Negativa;1;0;0;-4;critico;0;0;0;0;0;0;0;0
pif;;;1;0,00%;;;;;;;;;;;;;;;
pifies;;;1;0,00%;;;;;;;;;;;;;;;
pil;;;1;0,00%;;;;;;;;;;;;;;;
pilarbuenos;;;1;0,00%;;;;;;;;;;;;;;;
pilat;;;1;0,00%;;;;;;;;;;;;;;;
pillhuaman;;;1;0,00%;;;;;;;;;;;;;;;
pime;;;1;0,00%;;;;;;;;;;;;;;;
informaro;INFORMAR;;1;0,00%;2;;;;;;;;;;;;;;
pimeramente;;;1;0,00%;;;;;;;;;;;;;;;
inforsfionn;INFORMAR;;1;0,00%;2;;;;;;;;;;;;;;
pimeros;;;1;0,00%;;;;;;;;;;;;;;;
pinateria;;;1;0,00%;;;;;;;;;;;;;;;
pinchar;;;1;0,00%;;;;;;;;;;;;;;;
pinchincha;;;1;0,00%;;;;;;;;;;;;;;;
pindran;;;1;0,00%;;;;;;;;;;;;;;;
pinen;;;1;0,00%;;;;;;;;;;;;;;;
pinerolo;;;1;0,00%;;;;;;;;;;;;;;;
ping;;;1;0,00%;;;;;;;;;;;;;;;
pinta;;;1;0,00%;;;;;;;;;;;;;;;
pintaron;;;1;0,00%;;;;;;;;;;;;;;;
pinte;;;1;0,00%;;;;;;;;;;;;;;;
pinterancional;;;1;0,00%;;;;;;;;;;;;;;;
pintual;;;1;0,00%;;;;;;;;;;;;;;;
pinzas;;;1;0,00%;;;;;;;;;;;;;;;
pio;;;1;0,00%;;;;;;;;;;;;;;;
pipa;;;1;0,00%;;;;;;;;;;;;;;;
pircesta;;;1;0,00%;;;;;;;;;;;;;;;
pirimeros;;;1;0,00%;;;;;;;;;;;;;;;
pirmera;;;1;0,00%;;;;;;;;;;;;;;;
pirmero;;;1;0,00%;;;;;;;;;;;;;;;
pirmeros;;;1;0,00%;;;;;;;;;;;;;;;
pirtres;;;1;0,00%;;;;;;;;;;;;;;;
pisado;;;1;0,00%;;;;;;;;;;;;;;;
pisciche;;;1;0,00%;;;;;;;;;;;;;;;
pisco;;;1;0,00%;;;;;;;;;;;;;;;
pise;;;1;0,00%;;;;;;;;;;;;;;;
pisen;;;1;0,00%;;;;;;;;;;;;;;;
pitido;;;1;0,00%;;;;;;;;;;;;;;;
pito;;;1;0,00%;;;;;;;;;;;;;;;
pitt;;;1;0,00%;;;;;;;;;;;;;;;
piu;;;1;0,00%;;;;;;;;;;;;;;;
piuedo;;;1;0,00%;;;;;;;;;;;;;;;
pizarrornrn;;;1;0,00%;;;;;;;;;;;;;;;
pjdieron;;;1;0,00%;;;;;;;;;;;;;;;
pkazo;;;1;0,00%;;;;;;;;;;;;;;;
pkedo;;;1;0,00%;;;;;;;;;;;;;;;
pki;;;1;0,00%;;;;;;;;;;;;;;;
pkl;;;1;0,00%;;;;;;;;;;;;;;;
pkm;;;1;0,00%;;;;;;;;;;;;;;;
pkr;;;1;0,00%;;;;;;;;;;;;;;;
pla;;;1;0,00%;;;;;;;;;;;;;;;
placentero;;;1;0,00%;;;;;;;;;;;;;;;
plafaorma;;;1;0,00%;;;;;;;;;;;;;;;
plaicaba;;;1;0,00%;;;;;;;;;;;;;;;
plam;;;1;0,00%;;;;;;;;;;;;;;;
plana;;;1;0,00%;;;;;;;;;;;;;;;
planeaba;;;1;0,00%;;;;;;;;;;;;;;;
planeando;;;1;0,00%;;;;;;;;;;;;;;;
planearlo;;;1;0,00%;;;;;;;;;;;;;;;
planeta;;;1;0,00%;;;;;;;;;;;;;;;
planetsuma;;;1;0,00%;;;;;;;;;;;;;;;
planificad;;;1;0,00%;;;;;;;;;;;;;;;
planificando;;;1;0,00%;;;;;;;;;;;;;;;
planifico;;;1;0,00%;;;;;;;;;;;;;;;
planillad;;;1;0,00%;;;;;;;;;;;;;;;
planiocie;;;1;0,00%;;;;;;;;;;;;;;;
plantado;;;1;0,00%;;;;;;;;;;;;;;;
planteando;;;1;0,00%;;;;;;;;;;;;;;;
plantear;;;1;0,00%;;;;;;;;;;;;;;;
plantearme;;;1;0,00%;;;;;;;;;;;;;;;
planteo;;;1;0,00%;;;;;;;;;;;;;;;
plantilla;;;1;0,00%;;;;;;;;;;;;;;;
plarafirma;;;1;0,00%;;;;;;;;;;;;;;;
plasmo;;;1;0,00%;;;;;;;;;;;;;;;
plastica;;;1;0,00%;;;;;;;;;;;;;;;
platafoma;;;1;0,00%;;;;;;;;;;;;;;;
plataforams;;;1;0,00%;;;;;;;;;;;;;;;
plataformaa;;;1;0,00%;;;;;;;;;;;;;;;
plataformarnrnservicio;;;1;0,00%;;;;;;;;;;;;;;;
plataforna;;;1;0,00%;;;;;;;;;;;;;;;
platafornasino;;;1;0,00%;;;;;;;;;;;;;;;
platanitis;;;1;0,00%;;;;;;;;;;;;;;;
platanitod;;;1;0,00%;;;;;;;;;;;;;;;
platanitospero;;;1;0,00%;;;;;;;;;;;;;;;
platano;;;1;0,00%;;;;;;;;;;;;;;;
platans;;;1;0,00%;;;;;;;;;;;;;;;
platanutos;;;1;0,00%;;;;;;;;;;;;;;;
platapero;;;1;0,00%;;;;;;;;;;;;;;;
plataya;;;1;0,00%;;;;;;;;;;;;;;;
platicado;;;1;0,00%;;;;;;;;;;;;;;;
platinium;;;1;0,00%;;;;;;;;;;;;;;;
plaxa;;;1;0,00%;;;;;;;;;;;;;;;
plaz;;;1;0,00%;;;;;;;;;;;;;;;
plazadas;;;1;0,00%;;;;;;;;;;;;;;;
ple;;;1;0,00%;;;;;;;;;;;;;;;
pleazo;;;1;0,00%;;;;;;;;;;;;;;;
pleitos;;;1;0,00%;;;;;;;;;;;;;;;
plese;;;1;0,00%;;;;;;;;;;;;;;;
plissss;;;1;0,00%;;;;;;;;;;;;;;;
pliz;;;1;0,00%;;;;;;;;;;;;;;;
pliza;;;1;0,00%;;;;;;;;;;;;;;;
plnatilla;;;1;0,00%;;;;;;;;;;;;;;;
ploblema;;;1;0,00%;;;;;;;;;;;;;;;
ploma;;;1;0,00%;;;;;;;;;;;;;;;
plrtal;;;1;0,00%;;;;;;;;;;;;;;;
plzo;;;1;0,00%;;;;;;;;;;;;;;;
pmantear;;;1;0,00%;;;;;;;;;;;;;;;
pmaqui;;;1;0,00%;;;;;;;;;;;;;;;
pmensual;;;1;0,00%;;;;;;;;;;;;;;;
pmjpg;;;1;0,00%;;;;;;;;;;;;;;;
pmo;;;1;0,00%;;;;;;;;;;;;;;;
pnagando;;;1;0,00%;;;;;;;;;;;;;;;
pnanra;;;1;0,00%;;;;;;;;;;;;;;;
pnatinum;;;1;0,00%;;;;;;;;;;;;;;;
pndemis;;;1;0,00%;;;;;;;;;;;;;;;
pnen;;;1;0,00%;;;;;;;;;;;;;;;
pnerlo;;;1;0,00%;;;;;;;;;;;;;;;
pnlidad;;;1;0,00%;;;;;;;;;;;;;;;
pnp;;;1;0,00%;;;;;;;;;;;;;;;
informatica;INFORMAR;;1;0,00%;2;;;;;;;;;;;;;;
pntos;;;1;0,00%;;;;;;;;;;;;;;;
poa;;;1;0,00%;;;;;;;;;;;;;;;
poacifico;;;1;0,00%;;;;;;;;;;;;;;;
poagar;;;1;0,00%;;;;;;;;;;;;;;;
poago;;;1;0,00%;;;;;;;;;;;;;;;
pober;;;1;0,00%;;;;;;;;;;;;;;;
pobleacion;;;1;0,00%;;;;;;;;;;;;;;;
poblema;;;1;0,00%;;;;;;;;;;;;;;;
poblemas;;;1;0,00%;;;;;;;;;;;;;;;
pobres;;;1;0,00%;;;;;;;;;;;;;;;
pocede;;;1;0,00%;;;;;;;;;;;;;;;
pocedio;;;1;0,00%;;;;;;;;;;;;;;;
pocentaje;;;1;0,00%;;;;;;;;;;;;;;;
pocket;;;1;0,00%;;;;;;;;;;;;;;;
poddr;;;1;0,00%;;;;;;;;;;;;;;;
podedra;;;1;0,00%;;;;;;;;;;;;;;;
podeia;;;1;0,00%;;;;;;;;;;;;;;;
podem;;;1;0,00%;;;;;;;;;;;;;;;
poden;;;1;0,00%;;;;;;;;;;;;;;;
podenos;;;1;0,00%;;;;;;;;;;;;;;;
poderla;;;1;0,00%;;;;;;;;;;;;;;;
poderme;;;1;0,00%;;;;;;;;;;;;;;;
podermos;;;1;0,00%;;;;;;;;;;;;;;;
poderndarle;;;1;0,00%;;;;;;;;;;;;;;;
poderne;;;1;0,00%;;;;;;;;;;;;;;;
poderpagar;;;1;0,00%;;;;;;;;;;;;;;;
poderse;;;1;0,00%;;;;;;;;;;;;;;;
podery;;;1;0,00%;;;;;;;;;;;;;;;
podìa;;;1;0,00%;;;;;;;;;;;;;;;
podiaa;;;1;0,00%;;;;;;;;;;;;;;;
podiaabril;;;1;0,00%;;;;;;;;;;;;;;;
podiacancelar;;;1;0,00%;;;;;;;;;;;;;;;
podiahacer;;;1;0,00%;;;;;;;;;;;;;;;
podid;;;1;0,00%;;;;;;;;;;;;;;;
podiendo;;;1;0,00%;;;;;;;;;;;;;;;
podieramos;;;1;0,00%;;;;;;;;;;;;;;;
podina;;;1;0,00%;;;;;;;;;;;;;;;
podio;;;1;0,00%;;;;;;;;;;;;;;;
podirte;;;1;0,00%;;;;;;;;;;;;;;;
podis;;;1;0,00%;;;;;;;;;;;;;;;
podiso;;;1;0,00%;;;;;;;;;;;;;;;
podnbdria;;;1;0,00%;;;;;;;;;;;;;;;
podoa;;;1;0,00%;;;;;;;;;;;;;;;
pododoapp;;;1;0,00%;;;;;;;;;;;;;;;
podrais;;;1;0,00%;;;;;;;;;;;;;;;
podràn;;;1;0,00%;;;;;;;;;;;;;;;
podrè;;;1;0,00%;;;;;;;;;;;;;;;
podrîa;;;1;0,00%;;;;;;;;;;;;;;;
podriab;;;1;0,00%;;;;;;;;;;;;;;;
podriaconfirmarme;;;1;0,00%;;;;;;;;;;;;;;;
podriad;;;1;0,00%;;;;;;;;;;;;;;;
podriallamsr;;;1;0,00%;;;;;;;;;;;;;;;
podrianhacer;;;1;0,00%;;;;;;;;;;;;;;;
podrianusar;;;1;0,00%;;;;;;;;;;;;;;;
podriapodria;;;1;0,00%;;;;;;;;;;;;;;;
generwsenintereses;TASA INTERES;;1;0,00%;2;;;;;;;;;;;;;;
podrìas;;;1;0,00%;;;;;;;;;;;;;;;
podrido;;;1;0,00%;;;;;;;;;;;;;;;
podris;;;1;0,00%;;;;;;;;;;;;;;;
podruan;;;1;0,00%;;;;;;;;;;;;;;;
podructo;;;1;0,00%;;;;;;;;;;;;;;;
podrujo;;;1;0,00%;;;;;;;;;;;;;;;
pods;;;1;0,00%;;;;;;;;;;;;;;;
podtia;;;1;0,00%;;;;;;;;;;;;;;;
podua;;;1;0,00%;;;;;;;;;;;;;;;
podyias;;;1;0,00%;;;;;;;;;;;;;;;
poel;;;1;0,00%;;;;;;;;;;;;;;;
poener;;;1;0,00%;;;;;;;;;;;;;;;
poenr;;;1;0,00%;;;;;;;;;;;;;;;
poer;;;1;0,00%;;;;;;;;;;;;;;;
poerda;;;1;0,00%;;;;;;;;;;;;;;;
poerfecto;;;1;0,00%;;;;;;;;;;;;;;;
poerque;;;1;0,00%;;;;;;;;;;;;;;;
huevito;INSULTO;;1;0,00%;2;Negativa;1;0;0;-2;critico;10;0;8;5;0;5;0;0
poertal;;;1;0,00%;;;;;;;;;;;;;;;
pofa;;;1;0,00%;;;;;;;;;;;;;;;
pofavor;;;1;0,00%;;;;;;;;;;;;;;;
pogan;;;1;0,00%;;;;;;;;;;;;;;;
poggi;;;1;0,00%;;;;;;;;;;;;;;;
pogramando;;;1;0,00%;;;;;;;;;;;;;;;
poidia;;;1;0,00%;;;;;;;;;;;;;;;
poido;;;1;0,00%;;;;;;;;;;;;;;;
poise;;;1;0,00%;;;;;;;;;;;;;;;
pokito;;;1;0,00%;;;;;;;;;;;;;;;
poko;;;1;0,00%;;;;;;;;;;;;;;;
pol;;;1;0,00%;;;;;;;;;;;;;;;
polanco;;;1;0,00%;;;;;;;;;;;;;;;
polasky;;;1;0,00%;;;;;;;;;;;;;;;
poldark;;;1;0,00%;;;;;;;;;;;;;;;
polett;;;1;0,00%;;;;;;;;;;;;;;;
policiales;;;1;0,00%;;;;;;;;;;;;;;;
policiay;;;1;0,00%;;;;;;;;;;;;;;;
polita;;;1;0,00%;;;;;;;;;;;;;;;
politicias;;;1;0,00%;;;;;;;;;;;;;;;
pollada;;;1;0,00%;;;;;;;;;;;;;;;
pollera;;;1;0,00%;;;;;;;;;;;;;;;
polleria;;;1;0,00%;;;;;;;;;;;;;;;
polotica;;;1;0,00%;;;;;;;;;;;;;;;
polti;;;1;0,00%;;;;;;;;;;;;;;;
pomahuallca;;;1;0,00%;;;;;;;;;;;;;;;
pompilla;;;1;0,00%;;;;;;;;;;;;;;;
iinforme;INFORMAR;;1;0,00%;2;;;;;;;;;;;;;;
ponde;;;1;0,00%;;;;;;;;;;;;;;;
ponderle;;;1;0,00%;;;;;;;;;;;;;;;
pondian;;;1;0,00%;;;;;;;;;;;;;;;
pondrias;;;1;0,00%;;;;;;;;;;;;;;;
ponee;;;1;0,00%;;;;;;;;;;;;;;;
ponele;;;1;0,00%;;;;;;;;;;;;;;;
ponemos;;;1;0,00%;;;;;;;;;;;;;;;
ponene;;;1;0,00%;;;;;;;;;;;;;;;
ponensaldo;;;1;0,00%;;;;;;;;;;;;;;;
ponerles;;;1;0,00%;;;;;;;;;;;;;;;
ponerli;;;1;0,00%;;;;;;;;;;;;;;;
ponerll;;;1;0,00%;;;;;;;;;;;;;;;
ponerloen;;;1;0,00%;;;;;;;;;;;;;;;
ponerlonen;;;1;0,00%;;;;;;;;;;;;;;;
ponermelo;;;1;0,00%;;;;;;;;;;;;;;;
