Palabra;Grupo;Entidad;Frecuencia;Porcentaje;Pareto;Polaridad;Negativa;Neutra;Positiva;Puntuacion;Critica;Molestia;Duda;Disgusto;Miedo;Alegria;Tristeza;Sorpresa;Confianza
operacionrnn°;;;3;0,00%;;;;;;;;;;;;;;;
optica;;;3;0,00%;;;;;;;;;;;;;;;
oque;;;3;0,00%;;;;;;;;;;;;;;;
orienta;;;3;0,00%;;;;;;;;;;;;;;;
oriento;;;3;0,00%;;;;;;;;;;;;;;;
orion;;;3;0,00%;;;;;;;;;;;;;;;
oschle;;;3;0,00%;;;;;;;;;;;;;;;
oshige;;;3;0,00%;;;;;;;;;;;;;;;
osnayo;;;3;0,00%;;;;;;;;;;;;;;;
otocongo;;;3;0,00%;;;;;;;;;;;;;;;
otorgaban;;;3;0,00%;;;;;;;;;;;;;;;
otraa;;;3;0,00%;;;;;;;;;;;;;;;
oye;;;3;0,00%;;;;;;;;;;;;;;;
pacaya;;;3;0,00%;;;;;;;;;;;;;;;
pacientes;;;3;0,00%;;;;;;;;;;;;;;;
pactados;;;3;0,00%;;;;;;;;;;;;;;;
pad;;;3;0,00%;;;;;;;;;;;;;;;
pafar;;;3;0,00%;;;;;;;;;;;;;;;
pagaf;;;3;0,00%;;;;;;;;;;;;;;;
pajares;;;3;0,00%;;;;;;;;;;;;;;;
pampacancha;;;3;0,00%;;;;;;;;;;;;;;;
parace;;;3;0,00%;;;;;;;;;;;;;;;
parados;;;3;0,00%;;;;;;;;;;;;;;;
parare;;;3;0,00%;;;;;;;;;;;;;;;
pardo;;;3;0,00%;;;;;;;;;;;;;;;
parezca;;;3;0,00%;;;;;;;;;;;;;;;
parodi;;;3;0,00%;;;;;;;;;;;;;;;
parti;;;3;0,00%;;;;;;;;;;;;;;;
particionar;;;3;0,00%;;;;;;;;;;;;;;;
participa;;;3;0,00%;;;;;;;;;;;;;;;
participando;;;3;0,00%;;;;;;;;;;;;;;;
partida;;;3;0,00%;;;;;;;;;;;;;;;
partidas;;;3;0,00%;;;;;;;;;;;;;;;
pasadp;;;3;0,00%;;;;;;;;;;;;;;;
pasaste;;;3;0,00%;;;;;;;;;;;;;;;
renegando;RENEGAR;;1;0,00%;2;Negativa;1;0;0;-3;critico;8;8;8;8;0;5;0;0
paseado;;;3;0,00%;;;;;;;;;;;;;;;
pasean;;;3;0,00%;;;;;;;;;;;;;;;
paseen;;;3;0,00%;;;;;;;;;;;;;;;
paseme;;;3;0,00%;;;;;;;;;;;;;;;
patrick;;;3;0,00%;;;;;;;;;;;;;;;
payhuanca;;;3;0,00%;;;;;;;;;;;;;;;
paytan;;;3;0,00%;;;;;;;;;;;;;;;
pdoer;;;3;0,00%;;;;;;;;;;;;;;;
pdte;;;3;0,00%;;;;;;;;;;;;;;;
pedeo;;;3;0,00%;;;;;;;;;;;;;;;
pedidornrnrnfecha;;;3;0,00%;;;;;;;;;;;;;;;
pedira;;;3;0,00%;;;;;;;;;;;;;;;
pefecto;;;3;0,00%;;;;;;;;;;;;;;;
pegan;;;3;0,00%;;;;;;;;;;;;;;;
peligroso;;;3;0,00%;;;;;;;;;;;;;;;
pelotean;;;3;0,00%;;;;;;;;;;;;;;;
penalicen;;;3;0,00%;;;;;;;;;;;;;;;
pensaban;;;3;0,00%;;;;;;;;;;;;;;;
pepe;;;3;0,00%;;;;;;;;;;;;;;;
pera;;;3;0,00%;;;;;;;;;;;;;;;
perdera;;;3;0,00%;;;;;;;;;;;;;;;
perderan;;;3;0,00%;;;;;;;;;;;;;;;
perderemos;;;3;0,00%;;;;;;;;;;;;;;;
perdona;;;3;0,00%;;;;;;;;;;;;;;;
periodista;;;3;0,00%;;;;;;;;;;;;;;;
perjudicarlos;;;3;0,00%;;;;;;;;;;;;;;;
perjudicaron;;;3;0,00%;;;;;;;;;;;;;;;
perjudicial;;;3;0,00%;2;Negativa;1;0;0;-2;no critico;0;0;0;0;0;0;0;0
perjuicios;;;3;0,00%;;;;;;;;;;;;;;;
permanentemente;;;3;0,00%;;;;;;;;;;;;;;;
permanezca;;;3;0,00%;;;;;;;;;;;;;;;
permiti;;;3;0,00%;;;;;;;;;;;;;;;
permitira;;;3;0,00%;;;;;;;;;;;;;;;
peropor;;;3;0,00%;;;;;;;;;;;;;;;
peros;;;3;0,00%;;;;;;;;;;;;;;;
perteneciente;;;3;0,00%;;;;;;;;;;;;;;;
pertinentes;;;3;0,00%;;;;;;;;;;;;;;;
peude;;;3;0,00%;;;;;;;;;;;;;;;
peudo;;;3;0,00%;;;;;;;;;;;;;;;
pgto;;;3;0,00%;;;;;;;;;;;;;;;
solucionar;SOLUCIONAR;;239;0,02%;1;Negativa;1;0;0;-2;critico;8;8;8;8;0;5;0;0
pgue;;;3;0,00%;;;;;;;;;;;;;;;
pidiendoles;;;3;0,00%;;;;;;;;;;;;;;;
pieden;;;3;0,00%;;;;;;;;;;;;;;;
piense;;;3;0,00%;;;;;;;;;;;;;;;
pier;;;3;0,00%;;;;;;;;;;;;;;;
pilco;;;3;0,00%;;;;;;;;;;;;;;;
pina;;;3;0,00%;;;;;;;;;;;;;;;
pirq;;;3;0,00%;;;;;;;;;;;;;;;
pizza;;;3;0,00%;;;;;;;;;;;;;;;
plague;;;3;0,00%;;;;;;;;;;;;;;;
planet;;;3;0,00%;;;;;;;;;;;;;;;
planteado;;;3;0,00%;;;;;;;;;;;;;;;
plantearon;;;3;0,00%;;;;;;;;;;;;;;;
plza;;;3;0,00%;;;;;;;;;;;;;;;
pobre;;;3;0,00%;2;Negativa;1;0;0;-2;no critico;0;0;0;0;0;0;0;0
podri;;;3;0,00%;;;;;;;;;;;;;;;
podrìa;;;3;0,00%;;;;;;;;;;;;;;;
poeque;;;3;0,00%;;;;;;;;;;;;;;;
pof;;;3;0,00%;;;;;;;;;;;;;;;
poket;;;3;0,00%;;;;;;;;;;;;;;;
pongame;;;3;0,00%;;;;;;;;;;;;;;;
pongamos;;;3;0,00%;;;;;;;;;;;;;;;
ponganse;;;3;0,00%;;;;;;;;;;;;;;;
poniendome;;;3;0,00%;;;;;;;;;;;;;;;
ponto;;;3;0,00%;;;;;;;;;;;;;;;
porcion;;;3;0,00%;;;;;;;;;;;;;;;
porfavir;;;3;0,00%;;;;;;;;;;;;;;;
porfirio;;;3;0,00%;;;;;;;;;;;;;;;
porfsvor;;;3;0,00%;;;;;;;;;;;;;;;
porqu;;;3;0,00%;;;;;;;;;;;;;;;
porqueen;;;3;0,00%;;;;;;;;;;;;;;;
porquen;;;3;0,00%;;;;;;;;;;;;;;;
porqur;;;3;0,00%;;;;;;;;;;;;;;;
porr;;;3;0,00%;;;;;;;;;;;;;;;
porroga;;;3;0,00%;;;;;;;;;;;;;;;
portado;;;3;0,00%;;;;;;;;;;;;;;;
portatil;;;3;0,00%;;;;;;;;;;;;;;;
porwye;;;3;0,00%;;;;;;;;;;;;;;;
postal;;;3;0,00%;;;;;;;;;;;;;;;
postergada;;;3;0,00%;;;;;;;;;;;;;;;
postergo;;;3;0,00%;;;;;;;;;;;;;;;
precauciones;;;3;0,00%;;;;;;;;;;;;;;;
precisos;;;3;0,00%;;;;;;;;;;;;;;;
preferir;;;3;0,00%;;;;;;;;;;;;;;;
prefieren;;;3;0,00%;;;;;;;;;;;;;;;
preocuparia;;;3;0,00%;;;;;;;;;;;;;;;
preocupen;;;3;0,00%;;;;;;;;;;;;;;;
presencia;;;3;0,00%;;;;;;;;;;;;;;;
robo;ROBAR;;100;0,01%;2;Negativa;1;0;0;-2;critico;8;8;8;8;0;5;0;0
prevenir;;;3;0,00%;;;;;;;;;;;;;;;
solucionen;SOLUCIONAR;;78;0,01%;2;Negativa;1;0;0;-2;critico;8;8;8;8;0;5;0;0
priblema;;;3;0,00%;;;;;;;;;;;;;;;
prinera;;;3;0,00%;;;;;;;;;;;;;;;
prinero;;;3;0,00%;;;;;;;;;;;;;;;
prints;;;3;0,00%;;;;;;;;;;;;;;;
priorizando;;;3;0,00%;;;;;;;;;;;;;;;
probatorios;;;3;0,00%;;;;;;;;;;;;;;;
probelma;;;3;0,00%;;;;;;;;;;;;;;;
proble;;;3;0,00%;;;;;;;;;;;;;;;
problematica;;;3;0,00%;;;;;;;;;;;;;;;
solucione;SOLUCIONAR;;68;0,00%;2;Negativa;1;0;0;-2;critico;8;8;8;8;0;5;0;0
procederiamos;;;3;0,00%;;;;;;;;;;;;;;;
procedian;;;3;0,00%;;;;;;;;;;;;;;;
solucionado;SOLUCIONAR;;62;0,00%;2;Negativa;1;0;0;-2;critico;8;8;8;8;0;5;0;0
procedimineto;;;3;0,00%;;;;;;;;;;;;;;;
proceres;;;3;0,00%;;;;;;;;;;;;;;;
procesadarnrndatos;;;3;0,00%;;;;;;;;;;;;;;;
procesarian;;;3;0,00%;;;;;;;;;;;;;;;
procesarlos;;;3;0,00%;;;;;;;;;;;;;;;
produce;;;3;0,00%;;;;;;;;;;;;;;;
produciendo;;;3;0,00%;;;;;;;;;;;;;;;
produjo;;;3;0,00%;;;;;;;;;;;;;;;
profesor;;;3;0,00%;;;;;;;;;;;;;;;
programara;;;3;0,00%;;;;;;;;;;;;;;;
programaria;;;3;0,00%;;;;;;;;;;;;;;;
programarme;;;3;0,00%;;;;;;;;;;;;;;;
programelo;;;3;0,00%;;;;;;;;;;;;;;;
prolonga;;;3;0,00%;;;;;;;;;;;;;;;
prolongado;;;3;0,00%;;;;;;;;;;;;;;;
prolongo;;;3;0,00%;;;;;;;;;;;;;;;
promocio;;;3;0,00%;;;;;;;;;;;;;;;
promocionar;;;3;0,00%;;;;;;;;;;;;;;;
propuesto;;;3;0,00%;;;;;;;;;;;;;;;
prorrateando;;;3;0,00%;;;;;;;;;;;;;;;
prorretear;;;3;0,00%;;;;;;;;;;;;;;;
prosigamos;;;3;0,00%;;;;;;;;;;;;;;;
protocolos;;;3;0,00%;;;;;;;;;;;;;;;
proveedores;;;3;0,00%;;;;;;;;;;;;;;;
proviene;;;3;0,00%;;;;;;;;;;;;;;;
proyectados;;;3;0,00%;;;;;;;;;;;;;;;
proyecto;;;3;0,00%;;;;;;;;;;;;;;;
prro;;;3;0,00%;;;;;;;;;;;;;;;
solucionan;SOLUCIONAR;;50;0,00%;2;Negativa;1;0;0;-2;critico;8;8;8;8;0;5;0;0
prwstamo;;;3;0,00%;;;;;;;;;;;;;;;
psgue;;;3;0,00%;;;;;;;;;;;;;;;
ptra;;;3;0,00%;;;;;;;;;;;;;;;
ptro;;;3;0,00%;;;;;;;;;;;;;;;
publicaciones;;;3;0,00%;;;;;;;;;;;;;;;
publicamente;;;3;0,00%;;;;;;;;;;;;;;;
publicitan;;;3;0,00%;;;;;;;;;;;;;;;
puchos;;;3;0,00%;;;;;;;;;;;;;;;
pueen;;;3;0,00%;;;;;;;;;;;;;;;
puerto;;;3;0,00%;;;;;;;;;;;;;;;
puese;;;3;0,00%;;;;;;;;;;;;;;;
puestos;;;3;0,00%;;;;;;;;;;;;;;;
puexo;;;3;0,00%;;;;;;;;;;;;;;;
pulgadas;;;3;0,00%;;;;;;;;;;;;;;;
puno;;;3;0,00%;;;;;;;;;;;;;;;
puruchuco;;;3;0,00%;;;;;;;;;;;;;;;
pvea;;;3;0,00%;;;;;;;;;;;;;;;
pyede;;;3;0,00%;;;;;;;;;;;;;;;
qedo;;;3;0,00%;;;;;;;;;;;;;;;
qps;;;3;0,00%;;;;;;;;;;;;;;;
qqq;;;3;0,00%;;;;;;;;;;;;;;;
qqqq;;;3;0,00%;;;;;;;;;;;;;;;
qque;;;3;0,00%;;;;;;;;;;;;;;;
qtenia;;;3;0,00%;;;;;;;;;;;;;;;
qud;;;3;0,00%;;;;;;;;;;;;;;;
quebrada;;;3;0,00%;;;;;;;;;;;;;;;
quedate;;;3;0,00%;;;;;;;;;;;;;;;
queeeee;;;3;0,00%;;;;;;;;;;;;;;;
queeeeee;;;3;0,00%;;;;;;;;;;;;;;;
queeeeeeee;;;3;0,00%;;;;;;;;;;;;;;;
queha;;;3;0,00%;;;;;;;;;;;;;;;
quenaya;;;3;0,00%;;;;;;;;;;;;;;;
querìa;;;3;0,00%;;;;;;;;;;;;;;;
querias;;;3;0,00%;;;;;;;;;;;;;;;
queso;;;3;0,00%;;;;;;;;;;;;;;;
quesquen;;;3;0,00%;;;;;;;;;;;;;;;
quetia;;;3;0,00%;;;;;;;;;;;;;;;
quierosaber;;;3;0,00%;;;;;;;;;;;;;;;
quijano;;;3;0,00%;;;;;;;;;;;;;;;
quinones;;;3;0,00%;;;;;;;;;;;;;;;
quisieea;;;3;0,00%;;;;;;;;;;;;;;;
quisierasaber;;;3;0,00%;;;;;;;;;;;;;;;
quisoera;;;3;0,00%;;;;;;;;;;;;;;;
quispilloclla;;;3;0,00%;;;;;;;;;;;;;;;
quitado;;;3;0,00%;;;;;;;;;;;;;;;
quitarme;;;3;0,00%;;;;;;;;;;;;;;;
quitas;;;3;0,00%;;;;;;;;;;;;;;;
quives;;;3;0,00%;;;;;;;;;;;;;;;
quuero;;;3;0,00%;;;;;;;;;;;;;;;
quwiro;;;3;0,00%;;;;;;;;;;;;;;;
racias;;;3;0,00%;;;;;;;;;;;;;;;
radicando;;;3;0,00%;;;;;;;;;;;;;;;
rapidas;;;3;0,00%;;;;;;;;;;;;;;;
rarisimo;;;3;0,00%;;;;;;;;;;;;;;;
rarjeta;;;3;0,00%;;;;;;;;;;;;;;;
rastrear;;;3;0,00%;;;;;;;;;;;;;;;
razzo;;;3;0,00%;;;;;;;;;;;;;;;
rea;;;3;0,00%;;;;;;;;;;;;;;;
reaccionen;;;3;0,00%;;;;;;;;;;;;;;;
reacciono;;;3;0,00%;;;;;;;;;;;;;;;
reajustado;;;3;0,00%;;;;;;;;;;;;;;;
realiz;;;3;0,00%;;;;;;;;;;;;;;;
realizacion;;;3;0,00%;;;;;;;;;;;;;;;
realizad;;;3;0,00%;;;;;;;;;;;;;;;
realizarlos;;;3;0,00%;;;;;;;;;;;;;;;
realizat;;;3;0,00%;;;;;;;;;;;;;;;
realuzo;;;3;0,00%;;;;;;;;;;;;;;;
realzar;;;3;0,00%;;;;;;;;;;;;;;;
reapuesta;;;3;0,00%;;;;;;;;;;;;;;;
rebote;;;3;0,00%;;;;;;;;;;;;;;;
recargan;;;3;0,00%;;;;;;;;;;;;;;;
recargaran;;;3;0,00%;;;;;;;;;;;;;;;
recargas;;;3;0,00%;;;;;;;;;;;;;;;
recarguen;;;3;0,00%;;;;;;;;;;;;;;;
recepcionado;;;3;0,00%;;;;;;;;;;;;;;;
rechazaba;;;3;0,00%;;;;;;;;;;;;;;;
rechazaban;;;3;0,00%;;;;;;;;;;;;;;;
recibidos;;;3;0,00%;;;;;;;;;;;;;;;
recibirlo;;;3;0,00%;;;;;;;;;;;;;;;
recibis;;;3;0,00%;;;;;;;;;;;;;;;
recogido;;;3;0,00%;;;;;;;;;;;;;;;
recomendamos;;;3;0,00%;;;;;;;;;;;;;;;
recomendaria;;;3;0,00%;;;;;;;;;;;;;;;
recomende;;;3;0,00%;;;;;;;;;;;;;;;
recomiendan;;;3;0,00%;;;;;;;;;;;;;;;
reconfirme;;;3;0,00%;;;;;;;;;;;;;;;
reconsiderar;;;3;0,00%;;;;;;;;;;;;;;;
recontra;;;3;0,00%;;;;;;;;;;;;;;;
recordarles;;;3;0,00%;;;;;;;;;;;;;;;
recortando;;;3;0,00%;;;;;;;;;;;;;;;
recra;;;3;0,00%;;;;;;;;;;;;;;;
recuen;;;3;0,00%;;;;;;;;;;;;;;;
recuperandome;;;3;0,00%;;;;;;;;;;;;;;;
recuperarme;;;3;0,00%;;;;;;;;;;;;;;;
recurso;;;3;0,00%;;;;;;;;;;;;;;;
redactar;;;3;0,00%;;;;;;;;;;;;;;;
redirecionar;;;3;0,00%;;;;;;;;;;;;;;;
reducian;;;3;0,00%;;;;;;;;;;;;;;;
reducieron;;;3;0,00%;;;;;;;;;;;;;;;
reducto;;;3;0,00%;;;;;;;;;;;;;;;
redusca;;;3;0,00%;;;;;;;;;;;;;;;
reembolsa;;;3;0,00%;;;;;;;;;;;;;;;
reenviarmelo;;;3;0,00%;;;;;;;;;;;;;;;
reeprogramacion;;;3;0,00%;;;;;;;;;;;;;;;
reeprogramar;;;3;0,00%;;;;;;;;;;;;;;;
ref;;;3;0,00%;;;;;;;;;;;;;;;
refacturaciones;;;3;0,00%;;;;;;;;;;;;;;;
refinacion;;;3;0,00%;;;;;;;;;;;;;;;
refinanciadas;;;3;0,00%;;;;;;;;;;;;;;;
refinanciados;;;3;0,00%;;;;;;;;;;;;;;;
refinancimiento;;;3;0,00%;;;;;;;;;;;;;;;
refinancuar;;;3;0,00%;;;;;;;;;;;;;;;
refirieron;;;3;0,00%;;;;;;;;;;;;;;;
reg;;;3;0,00%;;;;;;;;;;;;;;;
regalarian;;;3;0,00%;;;;;;;;;;;;;;;
regimen;;;3;0,00%;;;;;;;;;;;;;;;
regir;;;3;0,00%;;;;;;;;;;;;;;;
reglamento;;;3;0,00%;;;;;;;;;;;;;;;
regrogramacion;;;3;0,00%;;;;;;;;;;;;;;;
regularidad;;;3;0,00%;;;;;;;;;;;;;;;
reinicie;;;3;0,00%;;;;;;;;;;;;;;;
reino;;;3;0,00%;;;;;;;;;;;;;;;
reintegraron;;;3;0,00%;;;;;;;;;;;;;;;
reiteradamente;;;3;0,00%;;;;;;;;;;;;;;;
reiterativa;;;3;0,00%;;;;;;;;;;;;;;;
reiterativo;;;3;0,00%;;;;;;;;;;;;;;;
relacionados;;;3;0,00%;;;;;;;;;;;;;;;
relaizar;;;3;0,00%;;;;;;;;;;;;;;;
reliazar;;;3;0,00%;;;;;;;;;;;;;;;
remanente;;;3;0,00%;;;;;;;;;;;;;;;
rematar;;;3;0,00%;;;;;;;;;;;;;;;
remita;;;3;0,00%;;;;;;;;;;;;;;;
remiti;;;3;0,00%;;;;;;;;;;;;;;;
renovaciones;;;3;0,00%;;;;;;;;;;;;;;;
renunciando;;;3;0,00%;;;;;;;;;;;;;;;
reparto;;;3;0,00%;;;;;;;;;;;;;;;
repartos;;;3;0,00%;;;;;;;;;;;;;;;
repeogramar;;;3;0,00%;;;;;;;;;;;;;;;
repeti;;;3;0,00%;;;;;;;;;;;;;;;
repetidos;;;3;0,00%;;;;;;;;;;;;;;;
reponerla;;;3;0,00%;;;;;;;;;;;;;;;
reportara;;;3;0,00%;;;;;;;;;;;;;;;
reportare;;;3;0,00%;;;;;;;;;;;;;;;
reportaron;;;3;0,00%;;;;;;;;;;;;;;;
repromacion;;;3;0,00%;;;;;;;;;;;;;;;
repuestas;;;3;0,00%;;;;;;;;;;;;;;;
repuesto;;;3;0,00%;;;;;;;;;;;;;;;
requejo;;;3;0,00%;;;;;;;;;;;;;;;
requeridos;;;3;0,00%;;;;;;;;;;;;;;;
requerimientosrnfecha;;;3;0,00%;;;;;;;;;;;;;;;
rescindir;;;3;0,00%;;;;;;;;;;;;;;;
resien;;;3;0,00%;;;;;;;;;;;;;;;
respalda;;;3;0,00%;2;Positiva;0;0;1;2;no critico;0;0;0;0;0;0;0;0
respaldar;;;3;0,00%;;;;;;;;;;;;;;;
respalde;;;3;0,00%;;;;;;;;;;;;;;;
respirar;;;3;0,00%;;;;;;;;;;;;;;;
respondieran;;;3;0,00%;;;;;;;;;;;;;;;
responsabilidades;;;3;0,00%;;;;;;;;;;;;;;;
responsabilizo;;;3;0,00%;;;;;;;;;;;;;;;
restablezca;;;3;0,00%;;;;;;;;;;;;;;;
restamos;;;3;0,00%;;;;;;;;;;;;;;;
restandole;;;3;0,00%;;;;;;;;;;;;;;;
restara;;;3;0,00%;;;;;;;;;;;;;;;
restarlo;;;3;0,00%;;;;;;;;;;;;;;;
restructuracion;;;3;0,00%;;;;;;;;;;;;;;;
resulte;;;3;0,00%;;;;;;;;;;;;;;;
resumir;;;3;0,00%;;;;;;;;;;;;;;;
retamozo;;;3;0,00%;;;;;;;;;;;;;;;
retenciones;;;3;0,00%;;;;;;;;;;;;;;;
retira;;;3;0,00%;;;;;;;;;;;;;;;
retirando;;;3;0,00%;;;;;;;;;;;;;;;
retirara;;;3;0,00%;;;;;;;;;;;;;;;
retirarlos;;;3;0,00%;;;;;;;;;;;;;;;
retorna;;;3;0,00%;;;;;;;;;;;;;;;
retornaran;;;3;0,00%;;;;;;;;;;;;;;;
retornare;;;3;0,00%;;;;;;;;;;;;;;;
retornarian;;;3;0,00%;;;;;;;;;;;;;;;
retroactivos;;;3;0,00%;;;;;;;;;;;;;;;
retroceder;;;3;0,00%;;;;;;;;;;;;;;;
retrocedi;;;3;0,00%;;;;;;;;;;;;;;;
retrocedo;;;3;0,00%;;;;;;;;;;;;;;;
retuvieron;;;3;0,00%;;;;;;;;;;;;;;;
reusche;;;3;0,00%;;;;;;;;;;;;;;;
reversar;;;3;0,00%;;;;;;;;;;;;;;;
reves;;;3;0,00%;;;;;;;;;;;;;;;
revibo;;;3;0,00%;;;;;;;;;;;;;;;
revice;;;3;0,00%;;;;;;;;;;;;;;;
revierta;;;3;0,00%;;;;;;;;;;;;;;;
revisaste;;;3;0,00%;;;;;;;;;;;;;;;
revisenlo;;;3;0,00%;;;;;;;;;;;;;;;
reymundo;;;3;0,00%;;;;;;;;;;;;;;;
reynaldo;;;3;0,00%;;;;;;;;;;;;;;;
reynoso;;;3;0,00%;;;;;;;;;;;;;;;
riofrio;;;3;0,00%;;;;;;;;;;;;;;;
rnle;;;3;0,00%;;;;;;;;;;;;;;;
rnmonto;;;3;0,00%;;;;;;;;;;;;;;;
rnn°;;;3;0,00%;;;;;;;;;;;;;;;
rnrnes;;;3;0,00%;;;;;;;;;;;;;;;
rnusuario;;;3;0,00%;;;;;;;;;;;;;;;
roa;;;3;0,00%;;;;;;;;;;;;;;;
roberth;;;3;0,00%;;;;;;;;;;;;;;;
rogarle;;;3;0,00%;;;;;;;;;;;;;;;
rol;;;3;0,00%;;;;;;;;;;;;;;;
romani;;;3;0,00%;;;;;;;;;;;;;;;
romel;;;3;0,00%;;;;;;;;;;;;;;;
ronal;;;3;0,00%;;;;;;;;;;;;;;;
roncal;;;3;0,00%;;;;;;;;;;;;;;;
rosadio;;;3;0,00%;;;;;;;;;;;;;;;
rosado;;;3;0,00%;;;;;;;;;;;;;;;
rosaluz;;;3;0,00%;;;;;;;;;;;;;;;
rosmeri;;;3;0,00%;;;;;;;;;;;;;;;
ross;;;3;0,00%;;;;;;;;;;;;;;;
rosy;;;3;0,00%;;;;;;;;;;;;;;;
rotativo;;;3;0,00%;;;;;;;;;;;;;;;
rso;;;3;0,00%;;;;;;;;;;;;;;;
rste;;;3;0,00%;;;;;;;;;;;;;;;
rudy;;;3;0,00%;;;;;;;;;;;;;;;
rufasto;;;3;0,00%;;;;;;;;;;;;;;;
ruidias;;;3;0,00%;;;;;;;;;;;;;;;
rwclamo;;;3;0,00%;;;;;;;;;;;;;;;
rwprogtamado;;;3;0,00%;;;;;;;;;;;;;;;
sabercomo;;;3;0,00%;;;;;;;;;;;;;;;
saberla;;;3;0,00%;;;;;;;;;;;;;;;
sabiendas;;;3;0,00%;;;;;;;;;;;;;;;
sabina;;;3;0,00%;;;;;;;;;;;;;;;
sabrr;;;3;0,00%;;;;;;;;;;;;;;;
sacara;;;3;0,00%;;;;;;;;;;;;;;;
sacare;;;3;0,00%;;;;;;;;;;;;;;;
sacra;;;3;0,00%;;;;;;;;;;;;;;;
sagafalabela;;;3;0,00%;;;;;;;;;;;;;;;
sagafalavella;;;3;0,00%;;;;;;;;;;;;;;;
salaverry;;;3;0,00%;;;;;;;;;;;;;;;
saldado;;;3;0,00%;;;;;;;;;;;;;;;
saldito;;;3;0,00%;;;;;;;;;;;;;;;
saldremos;;;3;0,00%;;;;;;;;;;;;;;;
salr;;;3;0,00%;;;;;;;;;;;;;;;
salta;;;3;0,00%;;;;;;;;;;;;;;;
saludarlo;;;3;0,00%;;;;;;;;;;;;;;;
salvedad;;;3;0,00%;;;;;;;;;;;;;;;
salvina;;;3;0,00%;;;;;;;;;;;;;;;
samanez;;;3;0,00%;;;;;;;;;;;;;;;
sams;;;3;0,00%;;;;;;;;;;;;;;;
samsumg;;;3;0,00%;;;;;;;;;;;;;;;
saner;;;3;0,00%;;;;;;;;;;;;;;;
sangama;;;3;0,00%;;;;;;;;;;;;;;;
sanna;MARCA;;3;0,00%;2;Negativa;1;0;0;-5;no critico;5;9;7;0;0;0;0;0
sano;;;3;0,00%;;;;;;;;;;;;;;;
sansumg;;;3;0,00%;;;;;;;;;;;;;;;
santillana;;;3;0,00%;;;;;;;;;;;;;;;
santo;;;3;0,00%;;;;;;;;;;;;;;;
sarango;;;3;0,00%;;;;;;;;;;;;;;;
sbp;;;3;0,00%;;;;;;;;;;;;;;;
screenshotcomlinioandroidjpg;;;3;0,00%;;;;;;;;;;;;;;;
screenshotcomwhatsapppng;;;3;0,00%;;;;;;;;;;;;;;;
screenshotfacebookjpg;;;3;0,00%;;;;;;;;;;;;;;;
screenshotyahoo;;;3;0,00%;;;;;;;;;;;;;;;
sè;;;3;0,00%;;;;;;;;;;;;;;;
secion;;;3;0,00%;;;;;;;;;;;;;;;
sefuro;;;3;0,00%;;;;;;;;;;;;;;;
segmentarlo;;;3;0,00%;;;;;;;;;;;;;;;
seguiremos;;;3;0,00%;;;;;;;;;;;;;;;
segundina;;;3;0,00%;;;;;;;;;;;;;;;
seguo;;;3;0,00%;;;;;;;;;;;;;;;
segur;;;3;0,00%;;;;;;;;;;;;;;;
selecciona;;;3;0,00%;;;;;;;;;;;;;;;
seleccionado;;;3;0,00%;;;;;;;;;;;;;;;
selis;;;3;0,00%;;;;;;;;;;;;;;;
sello;;;3;0,00%;;;;;;;;;;;;;;;
sem;;;3;0,00%;;;;;;;;;;;;;;;
semanal;;;3;0,00%;;;;;;;;;;;;;;;
semna;;;3;0,00%;;;;;;;;;;;;;;;
senore;;;3;0,00%;;;;;;;;;;;;;;;
senorits;;;3;0,00%;;;;;;;;;;;;;;;
sentinel;;;3;0,00%;;;;;;;;;;;;;;;
sentir;;;3;0,00%;;;;;;;;;;;;;;;
seorita;;;3;0,00%;;;;;;;;;;;;;;;
sep;;;3;0,00%;;;;;;;;;;;;;;;
separada;;;3;0,00%;;;;;;;;;;;;;;;
sept;;;3;0,00%;;;;;;;;;;;;;;;
serios;;;3;0,00%;;;;;;;;;;;;;;;
serv;;;3;0,00%;;;;;;;;;;;;;;;
servico;;;3;0,00%;;;;;;;;;;;;;;;
serviixo;;;3;0,00%;;;;;;;;;;;;;;;
set;;;3;0,00%;;;;;;;;;;;;;;;
setecientos;;;3;0,00%;;;;;;;;;;;;;;;
sgts;;;3;0,00%;;;;;;;;;;;;;;;
ship;;;3;0,00%;;;;;;;;;;;;;;;
shirly;;;3;0,00%;;;;;;;;;;;;;;;
shopping;;;3;0,00%;;;;;;;;;;;;;;;
sib;;;3;0,00%;;;;;;;;;;;;;;;
siempr;;;3;0,00%;;;;;;;;;;;;;;;
sierre;;;3;0,00%;;;;;;;;;;;;;;;
sifuentes;;;3;0,00%;;;;;;;;;;;;;;;
sig;;;3;0,00%;;;;;;;;;;;;;;;
siglas;;;3;0,00%;;;;;;;;;;;;;;;
significativo;;;3;0,00%;2;Positiva;0;0;1;2;no critico;0;0;0;0;0;0;0;0
sigt;;;3;0,00%;;;;;;;;;;;;;;;
sillas;;;3;0,00%;;;;;;;;;;;;;;;
silo;;;3;0,00%;;;;;;;;;;;;;;;
simepre;;;3;0,00%;;;;;;;;;;;;;;;
similiar;;;3;0,00%;;;;;;;;;;;;;;;
simson;;;3;0,00%;;;;;;;;;;;;;;;
sinceridad;;;3;0,00%;2;Positiva;0;0;1;2;no critico;0;0;0;0;0;0;0;0
sindy;;;3;0,00%;;;;;;;;;;;;;;;
