1,Palabra,Grupo,Entidad,Frecuencia,Porcentaje,Pareto,Polaridad,Negativa,Neutra,Positiva,Puntuacion,Critica,Molestia,Duda,Disgusto,Miedo,Alegria,Tristeza,Sorpresa,Confianza
21448,segundas,segundos,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21449,segundos,segundos,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450,segundosnte,segundos,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451,segunods,segundos,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452,alnseguro,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21453,ceguro,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21454,conseguro,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21455,decseguro,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21456,delnseguro,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21457,dseguro,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21458,elmseguro,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21459,elsegurosctr,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21460,saeguro,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21461,saguro,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21462,securesoft,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21463,securo,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21464,sefuros,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21465,segeuro,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21466,segiro,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21467,segiros,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21468,segiuro,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21469,segu,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21470,segub,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21471,segudo,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21472,segurco,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21473,seguroa,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21474,seguroç,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21475,segurod,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21476,segurode,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21477,seguroe,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21478,seguroentonces,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21479,seguroi,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21480,segurompersonal,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21481,seguronde,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21482,seguronpacifico,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21483,seguroo,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21484,seguropara,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21485,seguroplus,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21486,segurovida,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21487,seguyro,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21488,sguros,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21489,nbspseguros,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21490,neosecure,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21491,nseguros,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21492,sweguro,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21493,swguros,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21494,sgguro,seguro,,24015,24015,1,Neutra,0,1,0,0,no critico,0,7,0,0,0,0,0,9
21495,seleccione,seleccionar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21496,seleccionsdo,seleccionar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21497,selecionar,seleccionar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21498,selleccion,seleccionar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21499,sellecionar,seleccionar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21500,selladas,sellar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21501,sellar,sellar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21502,sellaron,sellar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21503,semanaforos,semaforo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21504,asemana,semana,,648,648,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21505,cemana,semana,,648,648,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21506,semanales,semana,,648,648,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21507,semanalmente,semana,,648,648,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21508,semestrales,semestral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21509,semestralmente,semestral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21510,semestres,semestral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21511,seminarium,seminario,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21512,senale,senal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21513,senalitica,senal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21514,senalizacion,senal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21515,senaladas,senalar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21516,senalados,senalar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21517,senalando,senalar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21518,nsenas,senal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21519,senio,senor (es),,349,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21520,nsenores,senor (es),,349,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21521,senoritas,senor (es),,349,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21522,senoritta,senor (es),,349,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21523,sentia,sentir,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21524,sentie,sentir,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21525,sentirme,sentir,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21526,sientimos,sentir,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21527,sintio,sentir,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21528,separa,separar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21529,sepelios,sepelio,,435,435,0,Positiva,0,0,1,3,no critico,0,0,0,0,3,0,0,2
21530,sobremasepelio,sepelio,,435,435,0,Positiva,0,0,1,3,no critico,0,0,0,0,3,0,0,2
21531,eramos,ser,,595,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21532,eremos,ser,,595,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21533,seriamos,ser,,595,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21534,serle,ser,,595,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21535,smos,ser,,595,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21536,sokmos,ser,,595,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21537,nsera,ser,,595,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21538,nseria,ser,,595,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21539,swria,ser,,595,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21540,seriam,seriedad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21541,seriamente,seriedad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21542,serios,seriedad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21543,enserio,seriedad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21544,serums,serum,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21545,elmsercicio,servicio,,956,956,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,0
21546,eseservicio,servicio,,956,956,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,0
21547,nservicios,servicio,,956,956,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,0
21548,cervicios,servicio,,956,956,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,0
21549,seeviecios,servicio,,956,956,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,0
21550,servicioalcliente,servicio,,956,956,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,0
21551,servicion,servicio,,956,956,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,0
21552,servico,servicio,,956,956,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,0
21553,servivios,servicio,,956,956,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,0
21554,servido,servidor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21555,servidores,servidor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21556,servimedicos,marca,,1137,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21557,servia,servir,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21558,serviblas,servir,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21559,servici,servir,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21560,servirme,servir,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21561,sirvanse,servir,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21562,sirviendo,servir,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21563,seiosn,sesion,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21564,nsesiones,sesion,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21565,severa,severo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21566,severo,severo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21567,sexto,numero_escrito,,263,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21568,shampoo,shampoo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21569,shopping,comprar,,906,906,1,Neutra,0,1,0,0,no critico,0,3,0,0,7,0,0,8
21570,show,show,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21571,siiiiii,si,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21572,sijero,si,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21573,sioy,si,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21574,siq,si,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21575,sisii,si,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21576,sisisis,si,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21577,siy,si,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21578,asido,ser,,595,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21579,siempe,siempre,,299,299,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21580,sienpre,siempre,,299,299,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21581,siepre,siempre,,299,299,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21582,siiempre,siempre,,299,299,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21583,sien,sien,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21584,siendl,sien,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21585,sienpd,sien,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21586,siete,numero_escrito,,263,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21587,sigma,marca,,1137,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21588,signature,firmar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21589,significaria,significar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21590,signifique,significar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21591,signifoca,significar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21592,significativa,significativo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21593,iguientes,siguiente,,3348,3348,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21594,isguientes,siguiente,,3348,3348,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21595,lasgte,siguiente,,3348,3348,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21596,pgte,siguiente,,3348,3348,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21597,sgt,siguiente,,3348,3348,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21598,sig,siguiente,,3348,3348,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21599,sigioente,siguiente,,3348,3348,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21600,sigte,siguiente,,3348,3348,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21601,sigueinte,siguiente,,3348,3348,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21602,siguente,siguiente,,3348,3348,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21603,sika,marca,,1137,0,0,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21604,sillad,silla,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21605,simplement,simple,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21606,simplemtente,simple,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21607,simplenebte,simple,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21608,simplificada,simplificar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21609,simulacro,simular,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21610,simulaciones,simular,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21611,simultaneamente,simultaneo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21612,simultaneo,simultaneo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21613,simbargo,pero,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21614,sinceras,sincerar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21615,sindicato,sindicato,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21616,elnsinistro,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21617,esiniestro,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21618,niestro,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21619,simestralidad,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21620,simiestro,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21621,sinestrados,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21622,sinestralidad,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21623,sinieatros,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21624,siniestfo,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21625,siniestgro,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21626,siniestrabiliad,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21627,siniestrada,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21628,siniestroel,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21629,siniestron,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21630,siniestrosrrgg,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21631,siniestrp,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21632,sinietstro,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21633,siniewtro,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21634,sinisestros,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21635,sinisetro,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21636,sinistero,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21637,sinistralidad,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21638,siniuestralidad,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21639,siniwstro,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21640,sinoedtro,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21641,sisniestro,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21642,sniestroi,siniestro,,2271,2271,1,Negativa,1,0,0,-5,critico,9,0,9,9,0,7,0,0
21643,sintoma,sintoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21644,sintomatico,sintoma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21645,sikiera,siquiera,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21646,cismo,sismo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21647,sismtema,sistema,,3039,3039,1,Neutra,0,1,0,0,no critico,0,9,3,0,0,0,0,0
21648,sistena,sistema,,3039,3039,1,Neutra,0,1,0,0,no critico,0,9,3,0,0,0,0,0
21649,system,sistema,,3039,3039,1,Neutra,0,1,0,0,no critico,0,9,3,0,0,0,0,0
21650,systema,sistema,,3039,3039,1,Neutra,0,1,0,0,no critico,0,9,3,0,0,0,0,0
21651,systems,sistema,,3039,3039,1,Neutra,0,1,0,0,no critico,0,9,3,0,0,0,0,0
21652,sistematica,sistematico,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21653,misiitio,sitio,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21654,sito,sitio,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21655,situ,sitio,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21656,situaciion,situacion,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21657,situacional,situacion,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21658,situcion,situacion,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21659,cituacion,situacion,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21660,sutuacion,situacion,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21661,aoat,soat,,3745,3745,1,Neutra,0,1,0,-1,no critico,0,9,0,0,0,0,0,0
21662,elsoat,soat,,3745,3745,1,Neutra,0,1,0,-1,no critico,0,9,0,0,0,0,0,0
21663,nsoat,soat,,3745,3745,1,Neutra,0,1,0,-1,no critico,0,9,0,0,0,0,0,0
21664,oat,soat,,3745,3745,1,Neutra,0,1,0,-1,no critico,0,9,0,0,0,0,0,0
21665,soats,soat,,3745,3745,1,Neutra,0,1,0,-1,no critico,0,9,0,0,0,0,0,0
21666,spoat,soat,,3745,3745,1,Neutra,0,1,0,-1,no critico,0,9,0,0,0,0,0,0
21667,unnsoat,soat,,3745,3745,1,Neutra,0,1,0,-1,no critico,0,9,0,0,0,0,0,0
21668,zoat,soat,,3745,3745,1,Neutra,0,1,0,-1,no critico,0,9,0,0,0,0,0,0
21669,sobr,sobra,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21670,sobra,sobra,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21671,massobre,sobre,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21672,sobreun,sobre,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21673,sonbre,sobre,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21674,sobrentiendes,sobrentender,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21675,sobrepasaron,sobrepasar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21676,sobrepasarse,sobrepasar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21677,sobresaturados,sobresaturado,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21678,sobretodo,sobretodo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21679,sorevivencia,sobrevivir,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21680,subrevivencia,sobrevivir,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21681,sobro,sobrar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21682,solamentealcanzo,solamente,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21683,soldador,soldador,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21684,sunny,sol,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21685,sunray,sol,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21686,nsoles,soles,,893,893,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21687,soels,soles,,893,893,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21688,sok,soles,,893,893,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21689,soler,soles,,893,893,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21690,solesny,soles,,893,893,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21691,solespy,soles,,893,893,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21692,solesy,soles,,893,893,1,Neutra,0,1,0,0,no critico,0,0,0,0,0,0,0,0
21693,asolicitar,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21694,nsolicitalo,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21695,nsolicito,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21696,quierosolicitar,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21697,socila,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21698,socitar,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21699,solciite,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21700,solcitan,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21701,solcite,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21702,solcitiand,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21703,solcitud,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21704,soliciarlo,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21705,soliciatando,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21706,solicitabamos,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21707,solicitaban,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21708,solicitabas,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21709,solicitadas,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21710,solicitandome,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21711,solicitante,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21712,solicitarle,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21713,solicitas,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21714,solicitaste,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21715,solicitemos,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21716,solicitid,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21717,solicituf,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21718,solicitus,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
21719,solicoto,solicitar,,4414,0,1,Neutra,0,1,0,0,no critico,0,9,0,0,0,0,0,2
